StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,AWNA,PLNA,PLA,AWA,Age,School,Employment,HHI,Industry,Sex,per_week,time_spent,lifestyle,country,attention,lose,win_work,win_invest,confirm
2019-03-11 10:26:54,2019-03-11 10:27:21,Survey Preview,,100,27,True,2019-03-11 10:27:22,R_31aDpkWRMsvsUuZ,,,,,39.9597015380859375,-75.19950103759765625,preview,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,25 - 34,Master's degree,Part-time looking for full-time,"$70,000 - $79,999",Government,Non-binary,4-6 times a week,More than 7 hours,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,
2019-03-11 10:27:24,2019-03-11 10:27:57,Survey Preview,,100,32,True,2019-03-11 10:27:58,R_3CuSwYnw67PjKuJ,,,,,39.9597015380859375,-75.19950103759765625,preview,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,25 - 34,Master's degree,Not Working (disabled),"$20,000 - $29,999","Management, professional, and related",Male,2-3 times a week,Less than 30 minutes,Mechanical Turk money does not materially change my financial situation,Canada,,,Select here to acknowledge your understanding,,
2019-03-11 10:35:43,2019-03-11 10:36:16,Survey Preview,,100,33,True,2019-03-11 10:36:16,R_2TZbChYINAC04bP,,,,,39.9597015380859375,-75.19950103759765625,preview,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,45 - 54,"Professional degree (JD, MD)",Not working and seeking employment,"$20,000 - $29,999","Farming, fishing, and forestry",Female,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United Kingdom,,Select here to acknowledge your understanding,,,
2019-03-11 10:47:15,2019-03-11 10:48:23,Survey Preview,,100,68,True,2019-03-11 10:48:23,R_1MLJ0zHkSMlQtwd,,,,,39.9597015380859375,-75.19950103759765625,preview,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,18 - 24,"Professional degree (JD, MD)",Not working and seeking employment,"$30,000 - $39,999",Sales and office,Non-binary,Once a week,Less than 30 minutes,Mechanical Turk money is always needed to make basic ends meet,The United Kingdom,,,,,2160
2019-03-11 10:55:02,2019-03-11 10:56:05,Survey Preview,,100,62,True,2019-03-11 10:56:05,R_247Y288Sx8Je9se,,,,,39.9597015380859375,-75.19950103759765625,preview,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,45 - 54,Some college but no degree,Part-time looking for full-time,"$70,000 - $79,999","Management, professional, and related",Female,4-6 times a week,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,2543
2019-03-11 11:04:04,2019-03-11 11:04:45,Survey Preview,,100,41,True,2019-03-11 11:04:45,R_3FIf87jS8IIgOY6,,,,,39.9597015380859375,-75.19950103759765625,preview,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,18 - 24,Master's degree,Not working and seeking employment,"$30,000 - $39,999","Management, professional, and related",Male,Once or twice a month,30 - 60 Minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,India,Europe,Select here to acknowledge your understanding,,,1370
2019-03-13 09:38:47,2019-03-13 09:39:50,IP Address,165.123.108.250,100,62,True,2019-03-13 09:39:50,R_10veMIcVRFmJDqX,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",18 - 24,Bachelor's degree in college (4-year),Part-time looking for full-time,"$100,000 - $149,999","Construction, extraction, and maintenance",Male,4-6 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United Kingdom,South America,Select here to acknowledge your understanding,,,2966
2019-03-13 11:39:33,2019-03-13 11:46:11,IP Address,158.130.174.38,100,398,True,2019-03-13 11:46:11,R_3qlIbDYNCCS77xw,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,18 - 24,High school graduate (high school diploma or equivalent including GED),Part-time employed,"More than $150,000",Unemployed,Female,Once or twice a month,5 - 6 hours,Mechanical Turk money does not materially change my financial situation,Another Country,North America,Select here to acknowledge your understanding,,,6849
2019-03-13 11:46:14,2019-03-13 11:48:27,IP Address,158.130.174.38,100,133,True,2019-03-13 11:48:28,R_vjjsqeEkC0TMvHb,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,65 - 74,High school graduate (high school diploma or equivalent including GED),Not working and seeking employment,"Less than $10,000",Sales and office,Non-binary,2-3 times a week,30 - 60 Minutes,Mechanical Turk money is sometimes needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,9078
2019-03-13 11:48:30,2019-03-13 11:49:02,IP Address,158.130.174.38,100,31,True,2019-03-13 11:49:03,R_vc3ssQ4qDf7b6dH,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,45 - 54,Master's degree,Retired,"$10,000 - $19,999","Management, professional, and related",Female,4-6 times a week,30 - 60 Minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United Kingdom,,Select here to acknowledge your understanding,,,2285
2019-03-13 11:49:04,2019-03-13 11:49:55,IP Address,158.130.174.38,100,51,True,2019-03-13 11:49:56,R_2CljDUEnlJRmMC7,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",Under 18,Doctoral degree,Prefer not to answer,"$10,000 - $19,999",Government,Female,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,Another Country,,Select here to acknowledge your understanding,,,1738
2019-03-13 11:49:59,2019-03-13 11:50:25,IP Address,158.130.174.38,100,26,True,2019-03-13 11:50:26,R_a3GSjLDpj1M6v85,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,35 - 44,Associate or Technical degree in college (2-year),Part-time looking for full-time,"$20,000 - $29,999","Management, professional, and related",Female,4-6 times a week,30 - 60 Minutes,Mechanical Turk money is always needed to make basic ends meet,Canada,,Select here to acknowledge your understanding,,,4695
2019-03-13 11:50:27,2019-03-13 11:50:54,IP Address,158.130.174.38,100,26,True,2019-03-13 11:50:54,R_us2AoTxKzPodb7b,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,25 - 34,Bachelor's degree in college (4-year),Not working and seeking employment,"$20,000 - $29,999","Construction, extraction, and maintenance",Male,2-3 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United Kingdom,,Select here to acknowledge your understanding,,,1029
2019-03-13 11:50:55,2019-03-13 11:51:53,IP Address,158.130.174.38,100,57,True,2019-03-13 11:51:53,R_3qy533Nd7EctOr7,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,25 - 34,"Professional degree (JD, MD)",Not working and seeking employment,"Less than $10,000","Production, transportation, and material moving",Female,Once a week,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,India,Asia,Select here to acknowledge your understanding,,,6728
2019-03-13 11:51:59,2019-03-13 11:52:40,IP Address,158.130.174.38,100,40,True,2019-03-13 11:52:40,R_1flqxVmdREZb1Mg,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,25 - 34,High school graduate (high school diploma or equivalent including GED),Not Working (disabled),"$20,000 - $29,999",Unemployed,Female,Once a week,1 - 2 hours,Mechanical Turk money is always needed to make basic ends meet,India,,,,Select here to acknowledge your understanding,3397
2019-03-13 11:52:42,2019-03-13 11:53:16,IP Address,158.130.174.38,100,34,True,2019-03-13 11:53:17,R_1cXLahj3cGis77X,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,25 - 34,"Professional degree (JD, MD)",Not working and seeking employment,"$10,000 - $19,999","Management, professional, and related",Female,Once a week,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,The United Kingdom,,Select here to acknowledge your understanding,,,7880
2019-03-13 11:53:18,2019-03-13 11:53:47,IP Address,158.130.174.38,100,28,True,2019-03-13 11:53:47,R_3Li3slSNlOFC9Pj,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,35 - 44,High school graduate (high school diploma or equivalent including GED),Not Working (disabled),"$30,000 - $39,999",Government,Male,2-3 times a week,30 - 60 Minutes,Mechanical Turk money is sometimes needed to make basic ends meet,The United Kingdom,Asia,Select here to acknowledge your understanding,,,6897
2019-03-13 11:53:49,2019-03-13 11:54:21,IP Address,158.130.174.38,100,32,True,2019-03-13 11:54:21,R_C30A0adMoGNysKd,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,25 - 34,High school graduate (high school diploma or equivalent including GED),Part-time employed,"$20,000 - $29,999",Service,Female,Once or twice a month,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,Canada,,Select here to acknowledge your understanding,,,5476
2019-03-13 11:54:25,2019-03-13 11:58:31,IP Address,158.130.174.38,100,246,True,2019-03-13 11:58:32,R_ABfvz72nKi75HYB,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",35 - 44,Associate or Technical degree in college (2-year),Not working and seeking employment,"$20,000 - $29,999",Service,Non-binary,4-6 times a week,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,Canada,,Select here to acknowledge your understanding,,,1253
2019-03-13 11:58:34,2019-03-13 12:21:59,IP Address,158.130.174.38,39,1405,False,2019-03-13 16:22:08,R_31vM7Ebv42iuesh,,,,,,,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",75 - 84,Master's degree,Not working and seeking employment,"$30,000 - $39,999",Unemployed,Female,,,,,,,,,
2019-03-14 11:34:35,2019-03-14 11:39:56,Survey Preview,,100,321,True,2019-03-14 11:39:56,R_1gipoj8vANrAqOS,,,,,39.9597015380859375,-75.19950103759765625,preview,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,Under 18,Less than high school degree,Part-time employed,"$20,000 - $29,999",Service,Female,2-3 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,Canada,,Select here to acknowledge your understanding,,,1101
2019-03-14 11:43:04,2019-03-14 11:43:41,IP Address,165.123.108.63,100,36,True,2019-03-14 11:43:41,R_1hFlCTSglIbxLq9,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,55 - 64,Some college but no degree,Part-time looking for full-time,"$40,000 - $49,999",Sales and office,Non-binary,Once a week,30 - 60 Minutes,Mechanical Turk money does not materially change my financial situation,The United Kingdom,,Select here to acknowledge your understanding,,,8017
2019-03-14 11:41:37,2019-03-14 11:51:04,IP Address,128.91.56.196,100,567,True,2019-03-14 11:51:05,R_8nYyzglQOUhMxnX,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,25 - 34,Bachelor's degree in college (4-year),Part-time looking for full-time,"$30,000 - $39,999","Farming, fishing, and forestry",Female,Once a week,30 - 60 Minutes,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,4605
2019-03-14 11:53:38,2019-03-14 11:56:11,IP Address,128.91.56.196,100,153,True,2019-03-14 11:56:12,R_2cdCGi0Ey7C4D7y,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,55 - 64,Associate or Technical degree in college (2-year),Not working and seeking employment,"$30,000 - $39,999",Sales and office,Female,Once or twice a month,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,Canada,Asia,Select here to acknowledge your understanding,,,5739
2019-03-14 11:54:52,2019-03-14 11:56:36,IP Address,73.119.218.69,100,103,True,2019-03-14 11:56:36,R_bdNzMtF4seBg59f,,,,,43.007293701171875,-71.4481964111328125,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,35 - 44,Some college but no degree,Full-time employed,"$100,000 - $149,999",Sales and office,Female,4-6 times a week,3 - 4 hours,Mechanical Turk money does not materially change my financial situation,The United States,,,,Select here to acknowledge your understanding,5808
2019-03-14 11:55:36,2019-03-14 11:56:44,IP Address,67.11.212.123,100,68,True,2019-03-14 11:56:45,R_3hxX67ae4x9t6i1,,,,,29.5825958251953125,-98.4091033935546875,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,25 - 34,Master's degree,Full-time employed,"$100,000 - $149,999","Management, professional, and related",Male,4-6 times a week,30 - 60 Minutes,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,6199
2019-03-14 11:56:11,2019-03-14 11:57:00,IP Address,65.34.226.212,100,48,True,2019-03-14 11:57:00,R_27JWUv4TK8dp71f,,,,,25.76409912109375,-80.27020263671875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,25 - 34,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$60,000 - $69,999","Management, professional, and related",Male,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,2097
2019-03-14 11:56:29,2019-03-14 11:58:00,IP Address,98.214.237.154,100,90,True,2019-03-14 11:58:00,R_2dyASWovVNUN1Fg,,,,,39.858306884765625,-88.938201904296875,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$40,000 - $49,999",Service,Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,9875
2019-03-14 11:57:11,2019-03-14 11:58:01,IP Address,198.24.30.139,100,50,True,2019-03-14 11:58:01,R_1hFoCmTLsR5Iccd,,,,,38.8502044677734375,-77.14479827880859375,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,18 - 24,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999","Management, professional, and related",Male,Daily,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,8890
2019-03-14 11:56:12,2019-03-14 11:58:13,IP Address,97.83.27.15,100,121,True,2019-03-14 11:58:14,R_Q4w9HS3PJUNwgCt,,,,,42.1974029541015625,-85.6194000244140625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,55 - 64,Some college but no degree,Retired,"$20,000 - $29,999",Retired,Male,Daily,More than 7 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United States,,Select here to acknowledge your understanding,,,6117
2019-03-14 11:56:03,2019-03-14 11:58:28,IP Address,75.55.154.34,100,145,True,2019-03-14 11:58:29,R_2c2t0RjC5ZYmCEl,,,,,36.609893798828125,-88.30319976806640625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$10,000 - $19,999",Sales and office,Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,The United States,,Select here to acknowledge your understanding,,,3223
2019-03-14 11:57:16,2019-03-14 11:58:37,IP Address,100.7.42.168,100,81,True,2019-03-14 11:58:37,R_215OuUDxePh4Zrg,,,,,37.48150634765625,-77.64189910888671875,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",45 - 54,Some college but no degree,Full-time employed,"$20,000 - $29,999",Service,Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United States,,Select here to acknowledge your understanding,,,9479
2019-03-14 11:56:46,2019-03-14 11:59:01,IP Address,103.219.206.4,100,134,True,2019-03-14 11:59:01,R_3iHY0UuPgbtDVPn,,,,,11.92999267578125,79.829986572265625,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,25 - 34,Master's degree,Full-time employed,"Less than $10,000","Management, professional, and related",Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,India,,,Select here to acknowledge your understanding,,8760
2019-03-14 11:57:38,2019-03-14 11:59:15,IP Address,75.172.163.127,100,96,True,2019-03-14 11:59:15,R_3GD7Cg6i8smFeSO,,,,,47.5740966796875,-122.39749908447265625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,45 - 54,Some college but no degree,Full-time employed,"$50,000 - $59,999","Management, professional, and related",Female,Daily,3 - 4 hours,Mechanical Turk money does not materially change my financial situation,The United States,,Select here to acknowledge your understanding,,,2026
2019-03-14 11:56:32,2019-03-14 11:59:20,IP Address,73.198.13.141,100,167,True,2019-03-14 11:59:20,R_yOzN1d1PUq5CinD,,,,,39.3773040771484375,-74.61229705810546875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$60,000 - $69,999",Sales and office,Male,4-6 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,The United States,,Select here to acknowledge your understanding,,,7355
